"title","totalScore","reviewsCount","price","street","city","categoryName","rank","popularTimesLiveText"
"Restaurant Malepartus","4.1","236","€20–30","Darmstädter Str. 109","Bensheim","Mediterranean restaurant","112",
"Restaurant Saloniki","4.5","757","€10–20","Saarstraße 62","Bensheim","Greek restaurant","110","Not busy"
"Restaurant Sportheim","4.4","316","€20–30","Buckenwiese 12","Grafenberg","Restaurant","100","Not busy"
"Restaurant Villa Lacus","4.3","873","$$","Berliner Ring 108","Bensheim","Restaurant","109","Not too busy"
"Chinarestaurant Pavillon","4.6","1453","€20–30","Berliner Ring 163","Bensheim","Chinese restaurant","107",
"Elite Döner","4.3","56","€1–10","Gimbsheimer Str. 3","Eich","Kebab Shop","111","Now: Usually not too busy"
"Restaurant Olympia","4.6","950","€20–30","Stuttgarter Str. 173","Kirchheim unter Teck","Greek restaurant","99",
"Naturfreundehaus Waldheim","4.4","120","$","Rammelplatz","Dettingen an der Erms","Restaurant","98",
"Restaurant Horn von Afrika","4.6","210","€20–30","Lehrstraße 25","Heppenheim","Restaurant","104",
"Dogan","3.9","173","€1–10","Metzgerstraße 6","Kirchheim unter Teck","Turkish restaurant","97","Now: Usually not too busy"
"Restaurant Silberdistel","4.2","186","€20–30","Beim Campingplatz 1","Westerheim","Restaurant","96",
"Restaurant Reuschwald","4.5","449","$$","Simmereswasen 1","Kirchheim unter Teck","Restaurant","95",
"Melchior Restaurant | Café","4.5","320","€20–30","Metzinger Str. 25","Neckartenzlingen","Restaurant","94","Now: Usually not busy"
"Restaurant Rübholz",,"0",,,"Kirchheim unter Teck","Restaurant","93",
"Namaste India - Tandoori Restaurant","4.4","341","€10–20","Marktstraße 3","Heppenheim","Indian restaurant","103",
"Cafe-Restaurant Gwölble","4.5","126","€10–20","Marktstraße 2","Owen","Restaurant","92",
"Restaurant Split Reutlingen","4.5","348","€20–30","Im Bühlen 30","Reutlingen","Croatian restaurant","91",
"Reiskorn - Vietnamese restaurant","4.5","357","€20–30","Lenbachweg 1","Metzingen","Restaurant","90",
"Gasthaus Krone","4.6","516","€20–30","Bergstraße 48","Grafenberg","Restaurant","89",
"Alaturka Kichheim","4.6","537","€1–10","Wellingstraße 8","Kirchheim unter Teck","Kebab shop","88","Now: Usually not too busy"
"Restaurant Silberdistel","4.7","75","$$","Kelterstraße 71","Unterensingen","German restaurant","86",
"Restaurant Harmonie","4.5","259","€30–40","Fischerstraße 33","Pliezhausen","Austrian restaurant","87",
"Restaurant Krone","4.9","305","$$$","Brunnenweg 40","Bempflingen","Restaurant","85",
"Restaurant Emilio ´s","4.4","284","€20–30","Am Kührain 20","Nürtingen","Restaurant","83","Not too busy"
"Abu Samra Restaurant (مطعم ابو سمره)","4.1","235","€10–20","Mittnachtstraße 40","Reutlingen","Fast food restaurant","81","Now: Usually not busy"
"Ristorante Incanto GmbH","4.8","688","€20–30","Kornstraße 1","Kirchheim unter Teck","Restaurant","82","Not busy"
"Bendish Restaurant","4.5","37","€20–30","Alleenstraße 83","Kirchheim unter Teck","Turkish restaurant","80",
"Restaurant Eberhard","3.9","35","€20–30",,"Bad Urach","Restaurant","78",
"Restaurant Flecka Stüble","4.8","72","€20–30","Kirchstraße 25","Schlaitdorf","Italian restaurant","77",
"Cafe Restaurant Aichelberg","4.7","389","€10–20","Steigstraße 64","Aichelberg","German restaurant","75",
"American Restaurant archie","4.5","1609","€20–30","Bahnhofstraße 39","Holzmaden","American restaurant","79",
"Restaurant Hammetweil","4.4","29","€20–30","Hammetweil 10","Neckartenzlingen","Mediterranean restaurant","76",
"il Parmigiano","4.2","379","€10–20","Reutlinger Str. 72","Metzingen","Italian restaurant","73","Not too busy"
"Restaurant Dalmacija","4.5","132","€10–20","Esslinger Str. 51","Filderstadt","Restaurant","74","Now: Usually not busy"
"Kebap Kneiple 2","4.1","66","€1–10","Dresdner Pl. 2","Reutlingen","Fast food restaurant","72","Now: Usually not too busy"
"Kabkao Thai Restaurant","4.7","145","€20–30","Metzinger Str. 10","Nürtingen","Restaurant","70",
"Hotel-Restaurant Löwen","3.8","190","$167","Nürtinger Str. 1","Wendlingen","Restaurant","69",
"Tank & Rast Gastronomie","3.7","72","€1–10","A8","Gruibingen","Restaurant","68","Now: Usually not too busy"
"Café-Restaurant Veranda","4.2","94","€1–10","Daimlerstraße 2","Hülben","Restaurant","71","Now: Usually not busy"
"Culinaria Restaurant Filderstadt","4.4","211","€1–10","Lange Str. 44","Filderstadt","Kebab shop","67","Not busy"
"Restaurant Pavillon",,"0",,"Michael-Hörauf-Weg 2","Boll","Restaurant","65",
"Truck In Restaurant","2.9","108","€10–20","Kruichling 15","Kirchheim unter Teck","Restaurant","66","Now: Usually as busy as it gets"
"Restaurant Café Stoll","4.6","269","€10–20","Stuttgarter Str. 38","Nürtingen","Restaurant","63",
"Restaurant Altes Forstamt","4.6","534","€20–30","Schloßpl. 9","Kirchheim unter Teck","Restaurant","64",
"Francesca Restaurant. Pasta. Burger. Bar. Pizza.","4.3","661","€20–30","Ludwigstraße 27","Worms","Restaurant","100",
"Restaurant Mai Lan","4.3","347","€10–20","Berliner Str. 91","Worms","Asian restaurant","99",
"DANY Pizza","5","9",,"Kirchheimer Str. 103","Dettingen unter Teck","Fast food restaurant","62",
"Gaststätte Zum Bahnhof","4.3","206","€10–20","Bachstraße 60","Laudenbach","German restaurant","98",
"Hotel & Restaurant Felix","4.4","424","$126","Dammstraße 46","Bensheim","Restaurant","97","Not busy"
"Restaurant Parma","4.5","154","€10–20","Darmstädter Str. 181","Bensheim","Restaurant","96",
"Restaurant Tie Break","4.4","150","€10–20","In d. Lahrbach 19","Heppenheim","Restaurant","94",
"Restaurant Dimitra","4.3","626","€20–30","Kämmererstraße 56","Worms","Greek restaurant","95","Now: Usually not too busy"
"Fürstenlager Restaurant","4.3","42","€20–30","Fürstenlager 1","Bensheim","Restaurant","93",
"Trattoria Da Carlo","4.6","89","€20–30","Im Gehrchen 8","Worms","Italian restaurant","91",
"JP Restaurant Sandwiese","4.5","86","€20–30","Fahrweg 19","Worms","Restaurant","89",
"Swan - Hessian Cultural Restaurant","4.5","416","€20–30","Kirchengasse 1","Heppenheim","Restaurant","92",
"Krug-Das Restaurant","4.6","566","$$$","Wingertsgewann 8","Lampertheim","German restaurant","88",
"Rheingold Hotel-Restaurant","4.2","1036","$102","Schifferstraße 2","Gernsheim","Hotel","90",
"Restaurant MonaLiza","5","1",,"Friedrich-Ebert-Straße 40","Osthofen","Restaurant","87",
"Thessaloniki M& M Restaurant und Bar","4.4","17","€30–40","Außerhalb 7","Biebesheim am Rhein","Bistro","86",
"Speisehaus Büttner","4.7","239","€20–30","Grieselstraße 33","Bensheim","Restaurant","84",
"Restaurant zur Bergstraßenhalle","4.3","344","€20–30","Dr.-Werner-Freyberg-Straße 5","Laudenbach","German restaurant","85",
"Goldener Engel | Hotel - Restaurant","4.4","356","$128","Großer Markt 2","Heppenheim","Hotel","82",
"Schnitzelhütt","4.4","1070","€10–20","Rathenaustraße 31","Worms","Restaurant","83","Not too busy"
"Tapa Restaurant Empanada Heppenheim","4.4","783","€20–30","Großer Markt 6","Heppenheim","Tapas restaurant","81","Not busy"
"Restaurant Ammos","4.5","1206","€20–30","Steingaustraße 15","Kirchheim unter Teck","Greek restaurant","59","Not busy"
"Restaurant Hasenheim","4.6","733","€20–30","Grötzinger Str. 65/1","Filderstadt","Swabian restaurant","57",
"Restaurant Gaststätte Dreikönigskeller","4.8","82","€20–30","Beethovenstraße 3","Kirchheim unter Teck","Restaurant","56",
"Schlemmerstüble","4.6","1569","€20–30","Eichbergstraße 20","Metzingen","Restaurant","58",
"Restaurant Panorama","4.3","340","€20–30","Galgenberg 2","Kirchheim unter Teck","German restaurant","55",
"Restaurant Ambiente",,"0",,"Michael-Hörauf-Weg 2","Boll","Restaurant","53",
"Belsers Restaurant","4.8","956","$$$","Brunnsteige 15","Nürtingen","Restaurant","54",
"Filder Kebap","4.6","708","€1–10","Uhlbergstraße 61","Filderstadt","Turkish restaurant","51","Not too busy"
"Indisches Restaurant Ganesha","4.6","819","€20–30","Alleenstraße 79","Kirchheim unter Teck","Modern Indian restaurant","47","A little busy"
"Zaika indisches Restaurant","4.7","419","€20–30","Metzinger Str. 47","Nürtingen","Restaurant","48","Not busy"
"Lotus Cafe","4.3","107","€10–20","Kreuzkirchstraße 4","Nürtingen","Restaurant","45","Now: Usually not too busy"
"Restaurant Waldhornstuben","4.6","329","€20–30","Kantstraße 3","Frickenhausen","Restaurant","46","Not too busy"
"Gasthaus zur Traube","4.6","204","€20–30","Brückenstraße 21","Wendlingen","German restaurant","44",
"Restaurants Döner am Bahnhof","4","51","€1–10","Eugen-Gerstenmaier-Platz 1","Kirchheim unter Teck","Doner kebab restaurant","42","Now: Usually as busy as it gets"
"Restaurant am Golfplatz","4.8","390","€20–30","Schulerberg 1","Kirchheim unter Teck","Restaurant","41","Not busy"
"Restaurant Ziegelwasen","4.4","567","€20–30","Ob. Steinstraße 1","Kirchheim unter Teck","Restaurant","43","Not busy"
"Restaurant Zum Brühl","4.5","33","€20–30","Sportanlage Brühl, Jurastraße 3","Holzmaden","Restaurant","38","Now: Usually not busy"
"Swagat indisches Restaurant","4.8","538","€10–20","Gustav-Groß-Straße 14","Reutlingen","Indian restaurant","37","Not too busy"
"Asia Drachen","4.3","58","€10–20","Neckarstraße 2","Neckartenzlingen","Asian restaurant","36","Now: Usually not too busy"
"Anadolu Restaurant","4.5","314","€10–20","Bahnhofstraße 35","Holzmaden","Restaurant","32","Now: Usually not too busy"
"Friedrichs Gastronomie in derPanorama Therme Beuren","4.4","314","€10–20","Am Thermalbad 5","Beuren","Restaurant","28",
"Bonländer Eck - Restaurant & Biergarten","4.3","102","€10–20","Alfons-Fügel-Straße 28","Filderstadt","German restaurant","35","Not too busy"
"Badhotel Restaurant Stauferland","4.3","515","$136","Gruibinger Str. 32","Boll","Hotel","25",
"Restaurant Griechische Deutsche Italienische Küche Liefer Service","4.3","280","€20–30","Restaurant, Tria, Hirschgasse 1","Westerheim","Greek restaurant","24","Now: Usually not busy"
"Felicità Eiscafé Restaurant","4.5","131","€10–20","Hauptstraße 7","Bensheim","Restaurant","80","Now: Usually a little busy"
"Restaurant Dionysos","4.5","800","€20–30","Wormser Str. 35","Westhofen","Greek restaurant","79",
"Dorfcafe Hochstädter Haus","4.8","431","€20–30","Josef-Sartorius Str. 1","Bensheim","Cafe","78",
"Restaurant Mythos","4.5","609","€20–30","Insel-Kühkopf-Straße 1","Stockstadt am Rhein","Greek restaurant","170",
"Gaststätte zum Talblick","4.5","1189","€20–30","Ohlystraße 3","Seeheim-Jugenheim","German restaurant","76",
"Hotel-Restaurant Poststuben","4.4","253","$127","Schloßstraße 28-32","Bensheim","Restaurant","77",
"Restaurant Ararat","4.3","214","€10–20","Elisabeth-Selbert-Straße 27","Darmstadt","Restaurant","169",
"PANORAMA Restaurant","3.6","111","€10–20","Dalbergerstraße 49","Oppenheim","Restaurant","168",
"Waldschenke Fuhr - Hotel-Café-Restaurant","4.2","743","€10–30","Auf d. Juhöhe 25","Mörlenbach","German restaurant","74",
"Restaurant Zur Post","4.6","281","€20–30","Hauptstraße 14","Zwingenberg","Restaurant","75",
"LeBuffet Restaurant im KARSTADT Warenhaus Darmstadt","3.4","256","$$","Elisabethenstraße 15","Darmstadt","Restaurant","167",
"Restaurant Presto Presto","4.7","281","€20–30","Rotkreuzgasse 8","Worms","Italian restaurant","73",
"Pizzeria Peperoni Verde","3.9","98","€10–20","Pfungstädter Str. 17","Bickenbach","Italian restaurant","72","Now: Usually not too busy"
"Rathofkapelle Wein-Restaurant","4.4","7",,"Rathofstraße 21","Oppenheim","Restaurant","166",
"Flic Flac","4.6","121","€10–30","Jahnstraße 8-10","Biblis","Restaurant","71",
"Restaurant & Cocktailbar Habanero","4.4","783","€20–30","Obergasse 16","Zwingenberg","Mexican restaurant","70",
"Dunkin'","3.9","86","€1–20","Am Hbf 20","Darmstadt","Doughnut Shop","165","Now: Usually not too busy"
"Flambée","3.9","302","€20–30","Bessunger Str. 115","Darmstadt","Restaurant","164",
"City Döner Restaurant","4.3","210","€10–20","Kämmererstraße 46","Worms","Turkish restaurant","69","Now: Usually not too busy"
"Daniyal restaurant (DFC)","3.9","7","€10–20","Ernst-Ludwig-Straße 11","Riedstadt","Restaurant","163",
"Restaurant Gud Stubb","4.5","283","€20–30","Nibelungenstraße 46","Lorsch","Restaurant","68",
"Arian Restaurant","4.4","62","€10–20","Hans-Karl-Platz Am Markt 9","Griesheim","Restaurant","162",
"Restaurant Pizzeria Dhillon","3.8","76",,"Ludwigstraße 36","Biebesheim am Rhein","Pizza delivery","67",
"SUBWAY Restaurant Hauptbahnhof Darmstadt","3.4","458","€10–20","Am Hbf 20","Darmstadt","Sandwich shop","161","Not busy"
"Vietnam Restaurant","4.6","90","€20–30","Zeppelinstraße 2-4","Bensheim","Asian restaurant","66","Busier than usual"
"Vis a Vis","4.6","269","$$$","Friedrich-Ebert-Straße 53","Osthofen","Restaurant","64",
"seeheim’s eat & meet","4.6","12",,"Lufthansaring 1","Seeheim-Jugenheim","Restaurant","65",
"The Burger Zone","4.5","464","€10–20","Burkhardstraße 30","Worms","Hamburger restaurant","63",
"Restaurant ""Schöne Aussicht"" - Stettbach","4.3","176","$$","Am Berg 9","Seeheim-Jugenheim","Restaurant","61",
"Mauritius Restaurant Kirchheim","4.1","852","€20–30","Steingaustraße 13","Kirchheim unter Teck","Restaurant","20",
"Gaststätte ""Zum Steigkopf""","4.4","1136","€10–20","Siegfriedstraße 64646","Heppenheim","German restaurant","62",
"Pit's Burger","4.4","184","€10–20","Stuttgarter Str. 19","Wendlingen","Hamburger restaurant","18","Now: Usually not busy"
"Restaurant Schwanen","4.7","108",,"b. d. Martinskirche 10","Metzingen","Restaurant","17",
"La Vecchia Taverna","4.7","1783","€60–70","Unterboihinger Str. 4","Oberboihingen","Italian restaurant","16",
"L'Osteria Metzingen","4.2","2226","€20–30","Enzianhöfe 5","Metzingen","Italian restaurant","19","Not busy"
"Rita’s Restaurant Nürtingen","4.7","45","€10–20","Alleenstraße 11","Nürtingen","Takeout Restaurant","14",
"Gasthaus Pfählhof","4.5","101","€20–30","Pfählhof 2","Bad Urach","German restaurant","13",
"Ginza Dining - Sushi-Restaurant","4.7","103","€20–30","Dreikönigstraße 11","Kirchheim unter Teck","Sushi restaurant","15","Not busy"
"Restaurant La Familia","4.7","46","€10–20","Beutwang 3","Nürtingen","Family restaurant","12",
"Teckgrill","4.4","218","€1–10","Max-Eyth-Straße 40","Kirchheim unter Teck","Turkish restaurant","11","Now: Usually not too busy"
"Restaurant Symirna","4.8","12","€1–10","Stuttgarter Str. 50","Metzingen","Turkish restaurant","10","Now: Usually a little busy"
"Almresi Metzingen","4.3","1080","€20–30","Hugo-Boss-Platz 3","Metzingen","German restaurant","9",
"Restaurant daylis",,"0",,"Hilpertstraße 27","Darmstadt","Buffet restaurant","160",
"Hotel-Restaurant Teckblick","3.4","153","$$","Teckstraße 44","Dettingen unter Teck","Restaurant","7",
"Namaste Metzingen","4.4","57","€10–20","Christophstraße 1","Metzingen","Restaurant","8","Not busy"
"Dynastie Restaurant GmbH","4.3","575","€10–30","Sironastraße 6 a","Nierstein","Chinese restaurant","159","Not too busy"
"Restaurant","4.5","4",,"Unterer Hof 3","Metzingen","Restaurant","6",
"Villa Trautheim - Café und Restaurant","4.5","338","€20–30","Am Trautheim 1","Mühltal","Cafe","158",
"Stall Restaurant","4.5","475","€20–30","Paradiesstraße 54","Kirchheim unter Teck","Restaurant","5","Not too busy"
"Asia Restaurant Sushi Bar","4.4","161","€10–20","Messeler Str. 2","Darmstadt","Asian restaurant","157",
"Restaurant Tajinerie Marokkanische Küche - Familienqualität seit 1993","4.5","719","€20–30","Dieburger Str. 70","Darmstadt","Moroccan restaurant","156",
"EAT HAPPY","3.3","3",,"Mainzer Str. 50","Groß-Gerau","Sushi takeaway","155",
"Restaurant Karagöz","4.3","268","€20–30","Sandstrasse 32","Darmstadt","Turkish restaurant","154",
"Sanbao China Restaurant","4.6","183","€10–20","Reutlinger Str. 70","Metzingen","Restaurant","4","Now: Usually not too busy"
"Gasthof Ratstube Ötlingen","4.4","191","$86","Stuttgarter Str. 196","Kirchheim unter Teck","Hotel","2",
"Restaurant Altes Rathaus","4.8","52","€30–40","Unterboihinger Str. 4","Oberboihingen","Restaurant","3",
"SU-CHIN, Sushi- und Asiatisches Restaurant","4.5","1033","€10–20","Heinrichstraße 68","Darmstadt","Sushi restaurant","153","Not too busy"
"Mono - Pizza und Bar","4.5","662","€10–20","Riegerpl. 1","Darmstadt","Pizza restaurant","152",
"Pizza Aus Dem Steinofen","4.2","13","€10–20","Reutlinger Str. 28/1","Metzingen","Italian restaurant","1",
"The Sushi","4.7","278","€10–20","Pfarrgasse 28","Pfungstadt","Sushi restaurant","151",
"Restaurant Castella","4.2","140","€20–30","Ludwig-Clemenz-Straße 40","Pfungstadt","Greek restaurant","149",
"Pizzeria Sole D'Oro - Italienisches Restaurant","4.7","834","€10–20","Eberstädter Str. 43","Pfungstadt","Italian restaurant","148",
"Hotel - Restaurant zum Weingarten","4","87",,"Hagenstraße 18","Darmstadt","Hotel","147",
"Anastassios Kostopulos Restaurant",,"0",,"Dieburger Str. 72","Darmstadt","Snack bar","150",
"Arheilgen Pizza & Kebab","3.8","293","€1–10","Darmstädter Str. 31","Darmstadt","Kebab shop","146","Now: Usually not busy"
"Restaurant Gaststätte Neuroth","4.6","109","€20–30","Gernsheimer Str. 68","Pfungstadt","German restaurant","145",
"Restaurant Sonnenschein","4.5","584","€20–30","Brignoler Str. 58","Groß-Gerau","Restaurant","144",
"Restaurant Naxos","4.5","197","€20–30","Am Sportpl. 2","Gau-Bischofsheim","Greek restaurant","142",
